V,Thrust,diameter,pitch,rpm
73,1836.4113,1.6,8,2300
9,237.0083066,1.6,16,1100
83,2610.559037,1.6,2,2900
77,1472.358723,2.002,44,2900
37,55.62004381,1.6,44,500
17,281.5279381,2.2,6,500
63,1913.464897,2.002,16,1700
13,130.3440313,1.6,50,2500
89,227.193234,2.002,50,500
75,1250.187278,1.8,24,1700
75,1270.500091,1.6,16,1900
31,731.2500785,2.002,14,1100
71,578.3990226,2.002,48,2300
9,201.6027234,1.8,26,900
87,409.8577077,1.6,32,900
41,1372.864417,1.8,28,2300
39,1079.684186,1.6,30,2700
81,536.0722425,1.8,46,2100
53,710.0201671,2.2,6,900
27,492.9000617,1.6,32,1900
1,358.2914865,2.2,36,1100
61,691.7713664,1.6,26,1700
97,684.3087628,2.002,44,1300
39,587.3929758,1.6,30,1900
5,3425.061414,2.002,12,2700
93,5565.395511,2.002,12,2900
89,3545.04499,2.002,22,2500
43,4596.418949,2.002,2,2700
77,496.0008992,1.6,32,1100
11,27.65820289,1.8,44,500
85,381.9443075,2.002,46,900
69,622.1586963,1.8,42,1900
63,784.9924599,1.8,30,1500
71,591.3405512,1.6,34,1700
67,3007.636104,2.002,10,2100
17,310.9191719,1.6,22,1300
9,167.8907442,1.6,40,1500
95,2352.175576,1.8,32,2900
91,6903.509944,2.2,18,2900
75,829.6056466,1.6,36,2300
61,231.3538691,2.002,42,500
9,142.5290502,1.8,48,1700
5,1829.949931,2.002,8,1900
19,5243.335486,2.2,2,2500
51,439.484283,1.6,46,2900
85,18.72057051,2.2,24,500
93,716.9918681,2.002,38,900
53,1083.882932,2.002,20,1300
7,1421.063951,1.6,2,2500
19,710.3147463,2.2,26,1100
93,659.1280488,2.2,44,900
15,197.4448392,1.6,44,1900
59,3149.638677,2.002,26,2700
55,432.8939161,1.6,28,1300
65,211.6536946,1.6,46,1500
1,164.3321254,2.2,34,700
81,1434.700119,2.2,36,1500
91,612.6109604,2.002,22,900
89,659.0657782,1.6,34,1500
91,766.7591073,1.6,26,1300
33,813.4806189,1.8,26,1700
19,258.8041235,2.2,50,1900
89,895.3262972,2.002,44,1900
11,638.0268637,2.002,40,1900
95,1013.578973,2.2,42,1300
67,200.996513,2.002,46,500
5,565.4432279,1.8,34,1900
23,600.0134708,2.2,32,1100
49,1629.464944,1.6,22,2900
19,542.7717379,2.002,32,1300
41,193.1975808,2.2,0,700
21,4465.764769,2.002,8,2900
45,1143.983529,1.6,10,2100
29,3201.267853,1.8,4,2900
31,1503.086172,2.002,16,1700
97,2404.310594,2.002,12,1700
83,1151.90944,2.2,44,1900
59,2497.271604,2.2,2,1500
79,221.8922781,1.8,38,500
35,738.2686014,1.8,40,2300
71,1257.808457,2.2,10,1100
83,3037.751422,2.2,38,2700
5,135.9783099,1.8,34,900
85,1364.04804,1.6,18,1900
33,357.3997475,1.6,36,1700
51,634.4522113,2.002,36,1300
61,638.4218903,2.002,34,1100
37,178.1954758,1.6,4,900
27,440.5430014,1.6,42,2500
21,3273.367915,1.8,0,2900
35,1037.665264,2.2,16,1100
41,559.348348,1.6,42,2700
67,1331.052487,2.2,2,1300
97,379.2321721,2.002,46,500
83,2029.333606,1.8,4,2100
51,408.8189097,2.2,32,500
45,115.3510491,2.2,50,900
23,1953.503413,2.2,40,2700
45,68.06242575,1.8,48,500
29,1816.888401,1.6,2,2700
63,998.9237576,1.6,24,2100
37,168.0471602,1.6,42,1300
49,719.3031511,1.8,28,1500
53,2445.076177,2.002,24,2300
97,570.9667688,1.8,46,1900
51,430.5134133,2.2,48,1700
39,1004.409212,1.8,40,2700
3,1022.170545,1.8,16,1900
11,1682.728238,1.6,2,2700
51,1400.141099,2.2,30,1500
13,447.0254302,2.002,10,900
27,210.0216271,1.6,30,1100
45,227.2407005,1.8,42,1100
79,947.0519567,1.8,26,1300
79,809.338755,2.2,28,700
33,6192.332228,2.2,4,2700
99,3660.906687,2.2,26,2100
65,1199.960613,2.2,46,2500
21,1706.135051,2.002,30,2300
31,99.93794792,1.6,44,1100
77,2888.212057,1.8,8,2300
11,1017.624262,2.2,30,1500
85,2420.154307,2.2,2,1700
89,1461.18141,1.8,28,1900
63,938.8610656,2.002,44,2300
51,242.8668468,1.6,32,900
1,890.8392657,1.6,8,2100
89,2556.927661,2.002,20,1900
19,402.6692646,2.2,48,1900
15,1751.982538,1.6,0,2700
69,3920.78115,2.002,24,2900
17,1183.542987,2.2,42,2300
69,343.6642107,1.8,50,2900
97,2811.835017,2.002,28,2300
65,5322.500478,2.002,2,2700
45,424.0248585,2.002,32,900
89,3136.332982,2.002,22,2300
51,748.8170581,2.002,40,1700
39,187.6537786,1.8,34,700
51,303.7347168,2.002,50,2300
85,436.0410339,1.6,36,900
91,3973.638506,1.8,6,2700
5,826.7733353,1.8,30,2100
75,115.8631888,2.2,14,700
31,3582.529746,2.002,6,2500
19,529.0898386,1.6,8,1500
5,935.669765,2.2,6,1100
59,1475.694734,1.6,10,2300
13,815.5338067,1.8,42,2900
81,3661.592875,2.002,24,2700
27,94.19923364,2.2,44,500
35,777.9960013,1.8,28,1700
83,648.9438169,2.2,42,900
13,443.4592075,1.6,16,1500
11,6078.863858,2.2,10,2900
25,683.3189785,2.002,38,1700
13,440.3390917,2.2,4,700
75,1569.948805,1.6,12,2100
5,2159.193386,2.002,10,2100
27,407.7725758,1.8,40,1700
61,147.6361207,1.6,14,900
55,3741.391002,2.002,10,2500
35,961.6094467,1.6,16,2100
35,2488.838359,2.002,0,1900
49,574.6770824,1.6,28,1700
31,3185.490718,2.002,26,2900
65,681.815927,2.2,50,2900
83,5711.06278,2.2,0,2300
19,3792.01887,2.2,26,2700
21,3587.229963,2.002,20,2900
93,923.0254124,1.6,32,1900
63,1312.209836,1.6,18,2300
83,846.5004783,2.002,44,1900
27,1575.510895,1.8,20,2300
97,704.2938836,1.8,2,1900
13,1603.361972,2.002,18,1900
49,979.7215946,2.002,44,2500
9,545.2330226,1.6,30,2100
99,589.3620656,2.2,50,2100
89,850.1180412,1.6,30,1700
99,1376.233148,2.2,42,1700
91,3659.397359,1.8,14,2900
73,4381.293067,2.2,32,2900
41,24.3794008,2.2,6,500
65,182.3363638,1.6,50,2500
15,285.797241,1.8,14,900
77,354.0628016,1.6,46,2100
67,4887.741528,2.2,24,2700
53,1621.691164,2.2,44,2700
7,182.5371078,1.8,28,900
53,1937.600325,1.8,28,2700
9,491.9289677,1.8,28,1500
23,144.5664001,1.8,12,500
15,39.11660586,2.2,50,700
47,422.9876042,1.8,48,2700
89,608.1023238,1.6,38,1700
13,2231.878653,2.2,8,1700
29,76.43856656,1.6,46,1100
31,2814.823814,2.2,0,1700
73,1564.941722,1.8,36,2700
33,816.2506164,1.6,4,1700
9,1367.270975,2.2,20,1500
99,1375.543191,1.6,28,2300
91,489.4244933,2.002,50,2500
87,1534.102014,2.002,28,1500
61,1645.705767,1.8,36,2900
5,101.402924,1.8,30,700
65,2023.993779,1.8,24,2500
47,1757.056624,1.8,30,2700
27,213.9361936,1.6,36,1300
7,2161.970113,2.2,8,1700
17,458.7281724,1.6,0,1300
27,1057.980296,2.002,6,1300
13,940.464222,2.2,10,1100
83,636.2593515,1.6,38,1900
33,203.4129956,1.8,36,900
99,1069.139587,1.8,40,2100
23,623.6135461,2.002,18,1100
15,1555.762152,1.8,24,2500
97,3188.475591,1.8,22,2900
17,2154.661056,2.2,38,2700
15,585.6407378,1.6,24,1900
13,290.893199,2.002,8,700
69,2244.880629,2.2,18,1500
91,1114.44055,1.8,28,1300
5,1933.522672,1.8,24,2900
25,1967.948433,2.002,10,1900
77,1173.375612,2.002,44,2500
63,721.2760001,2.002,42,1700
13,669.6397699,2.002,42,2100
25,367.2733126,1.6,46,2900
89,3437.369353,2.2,26,2100
97,633.4295484,2.2,50,2300
9,41.69488608,1.8,38,500
51,3817.305383,2.2,30,2700
11,339.0375586,1.6,46,2900
21,423.1748601,1.6,40,2300
31,383.4163648,1.8,26,1100
93,745.8956202,1.6,42,2500
83,4140.998448,1.8,0,2900
39,1219.404213,2.2,36,1700
21,1180.338272,1.6,18,2500
61,2621.762356,2.002,28,2500
55,1164.987248,2.002,18,1300
71,397.7852122,2.2,42,500
75,228.718184,2.002,48,700
73,3362.803679,2.002,14,2300
69,1676.810512,2.002,24,1700
13,464.8974453,2.002,26,1100
15,847.553084,1.6,4,1900
29,494.6887675,2.2,14,700
19,667.3267109,1.6,20,1900
81,303.4431069,1.6,40,900
49,528.7027935,1.8,36,1500
35,1812.586918,2.002,18,1900
35,302.5325938,2.002,36,900
71,1157.546569,1.6,30,2500
53,3120.573757,1.8,0,2500
51,3.561139657,1.6,4,900
59,230.9896236,2.002,46,900
77,207.7060321,1.8,50,1700
27,1760.486053,2.002,4,1700
35,102.5103407,1.6,8,700
15,1190.813232,2.002,10,1500
57,866.1675159,2.2,10,900
91,181.5067276,1.8,4,1500
21,561.9481705,2.002,22,1100
11,441.2154212,2.002,42,1700
79,1823.219383,2.002,10,1500
5,732.2914899,2.2,46,2300
59,399.5041943,2.002,42,1100
37,268.0887222,1.6,46,2300
1,437.6509355,1.8,28,1500
33,4324.933211,2.2,8,2300
63,8229.560063,2.2,2,2900
63,656.9426134,2.2,48,2100
37,220.5454593,1.6,38,1300
3,950.225763,1.8,8,1700
51,1827.675899,2.2,20,1500
45,2239.564093,1.8,14,2500
59,1073.855943,2.2,48,2900
79,795.7602414,1.6,32,1900
23,1764.245254,1.8,30,2900
31,306.1161477,2.2,12,500
45,243.4551602,1.6,34,1100
47,1549.686254,2.2,32,1700
79,2768.09264,2.2,20,1700
61,510.9566467,1.8,20,900
79,2678.5785,1.6,2,2900
63,484.5859796,1.6,44,2500
17,375.1214424,2.002,42,1500
11,3864.860514,2.2,24,2700
3,1470.728941,2.002,30,2300
65,815.9657783,2.2,12,900
47,454.8533729,2.2,38,900
23,354.5948439,1.6,4,1100
89,368.9608481,1.6,46,1900
63,2357.622167,1.8,4,2100
15,2539.739882,2.002,30,2900
41,279.9878156,1.8,32,900
15,1050.814905,2.002,32,1900
53,297.5010315,1.6,40,1500
51,741.7582024,2.2,42,1500
39,778.7342235,2.2,36,1300
59,726.0351669,2.002,6,1100
9,992.5071352,2.2,4,1100
57,1658.935329,2.002,38,2500
35,186.3547161,1.6,22,700
77,994.4531849,1.8,32,1700
61,459.9935111,2.2,50,2300
79,1105.862951,2.002,18,1100
15,244.7571137,1.8,46,1900
57,16.8168616,2.002,8,700
37,912.4072805,2.002,20,1300
13,2837.312222,2.002,16,2500
17,64.05635176,1.6,22,500
15,1901.935379,2.002,36,2900
67,1877.898724,1.8,22,2300
45,551.368141,2.2,0,900
73,1479.897549,2.002,24,1500
73,202.5462776,1.8,8,1100
31,316.4681173,2.002,22,700
57,97.12135907,2.002,20,500
75,1114.628652,1.8,28,1700
3,962.7093474,2.2,38,1900
33,989.8757839,1.8,26,1900
73,2637.104032,2.2,0,1700
31,311.1093937,2.002,50,2500
37,93.13080421,1.6,40,700
23,316.8250867,2.002,14,700
33,727.785485,2.2,46,2100
95,2048.013942,2.2,8,1500
3,2824.975553,1.8,6,2900
33,288.1552651,2.2,12,500
35,450.0267115,2.2,40,1100
83,2272.789172,2.002,8,1700
17,762.6156496,2.2,32,1300
21,634.8192308,2.002,48,2900
61,3474.792699,2.002,16,2500
87,297.4974993,1.6,46,1500
91,3534.024635,2.2,38,2900
59,1395.682602,1.8,26,2100
71,1983.735955,1.6,18,2900
81,3452.285175,2.2,24,2100
41,3677.396846,2.002,16,2700
37,1458.849952,2.2,36,1900
9,470.6805449,2.002,24,1100
61,5291.704168,2.2,12,2500
75,1046.250785,2.2,48,2700
85,419.7923378,2.002,50,2300
15,1874.309921,2.2,4,1500
49,582.789903,2.002,32,1100
99,1822.172249,1.8,38,2900
55,1487.532704,1.6,8,2300
67,880.1311747,1.6,36,2500
23,519.8712154,2.2,40,1300
29,2588.519765,2.002,28,2700
71,1001.102556,2.2,28,900
95,764.4045029,2.2,44,1100
87,935.8901422,2.002,28,900
91,2114.146718,1.6,16,2700
39,93.96027324,1.8,42,500
1,616.0095241,1.6,24,2100
41,2530.374262,2.2,32,2300
23,2100.878199,1.8,12,2500
53,323.0684401,1.6,20,900
39,748.2106299,2.002,18,1100
5,398.392766,1.6,0,1300
59,1140.853573,2.2,42,1900
75,895.9537887,1.6,20,1500
7,178.4861991,1.8,48,1900
17,1154.705061,1.6,18,2500
81,1437.381712,2.002,28,1500
43,1721.597891,2.2,20,1500
21,179.9041367,1.8,40,1100
93,8053.865675,2.2,10,2900
83,48.93651749,1.6,18,900
27,4108.856831,2.2,10,2300
89,2025.373471,1.6,22,2900
31,293.7729339,1.8,42,1500
97,1815.135452,1.6,28,2900
43,1468.836783,1.6,12,2500
85,184.4110001,2.2,18,700
81,2099.386463,1.8,12,1900
75,1683.276545,1.8,12,1700
97,2609.811676,2.2,32,1900
53,2340.625776,2.002,4,1700
59,223.2681626,1.6,38,900
37,372.2080712,1.6,36,1700
49,636.2234625,2.002,10,900
5,185.4912174,2.2,12,500
31,1070.737485,1.8,36,2500
1,655.6740692,2.002,46,2700
99,1352.299438,2.2,28,900
7,24.03979624,1.8,44,500
43,190.6937613,1.8,32,500
73,483.9838715,1.8,40,1300
13,4998.476017,2.2,4,2500
19,205.386072,1.8,30,900
29,3317.705991,2.2,34,2900
3,712.3165652,1.6,30,2500
7,365.3728183,1.6,22,1500
89,843.0416105,1.6,38,2300
75,2139.21348,2.002,28,2100
81,2902.074882,2.2,30,2100
23,4971.148607,2.2,16,2700
49,415.6104314,2.002,46,1700
25,4393.590845,2.002,10,2900
43,717.3982881,2.002,42,1900
19,580.13505,2.002,36,1500
85,2160.116849,1.8,26,2500
37,703.6012046,1.6,14,1700
79,402.7295283,1.6,36,1100
45,772.2619217,1.6,22,1900
17,129.2608531,1.6,12,700
87,913.6210769,2.002,10,1300
19,119.8825133,1.8,4,500
55,3627.856519,2.2,28,2500
45,510.0202366,2.002,34,1100
13,110.8946127,1.8,8,500
91,586.3121917,2.2,4,1300
17,99.86421765,2.002,42,700
17,2209.126412,1.8,16,2700
35,327.4712656,1.6,34,1500
39,712.3425969,2.002,30,1300
69,3128.975789,1.8,0,2500
21,2067.185479,1.8,20,2700
67,3889.110583,1.8,4,2900
7,50.73641561,1.6,18,500
9,1386.36439,1.6,14,2700
5,1928.441345,2.002,16,2100
33,54.44389209,1.8,48,700
69,2320.508832,1.8,4,2100
45,2453.427999,2.2,4,1500
71,605.5710075,2.002,46,1900
59,292.26209,1.8,44,1300
29,4963.378308,2.002,2,2900
59,929.3505345,1.6,6,1700
1,1653.890555,1.8,18,2500
87,6780.360378,2.2,12,2700
15,82.04268389,2.002,36,500
33,1553.004851,2.2,40,2300
93,835.0299383,2.2,6,1300
13,306.510645,1.6,2,1100
69,2463.622567,2.2,28,1900
29,777.1651963,2.2,10,900
71,498.9439648,1.8,22,900
77,731.6899458,2.2,50,2900
73,1707.772593,1.8,22,2100
13,3424.567676,2.002,14,2700
19,2319.010979,1.8,4,2500
63,1458.716502,2.2,36,1700
85,711.6728022,1.6,44,2900
57,480.0825147,1.8,36,1300
43,725.0166596,1.8,44,2700
25,1102.489762,1.6,22,2500
71,1906.83826,2.2,8,1300
85,462.7404584,1.6,40,1500
97,208.0908871,1.6,26,900
81,1679.827012,2.002,40,2500
73,5200.146706,2.2,16,2500
63,1647.806151,2.2,28,1500
87,1547.444725,2.002,40,2300
93,820.7447282,1.6,42,2700
23,1082.352366,2.2,6,1100
13,1077.953453,2.2,38,1900
61,2746.082933,2.2,22,1900
15,403.452701,1.6,34,1900
57,1442.624935,1.6,28,2900
3,737.6057484,1.8,32,2100
75,6598.093153,2.002,0,2900
53,1011.635349,1.6,12,1900
55,573.9127735,1.6,30,1700
77,531.007133,1.6,40,1900
89,573.9957566,1.8,44,1700
13,2041.828277,2.2,36,2500
95,598.0527082,2.002,42,700
53,5125.787256,2.002,0,2700
15,315.8518571,2.2,36,900
25,5332.913772,2.2,2,2500
99,504.3477011,2.002,48,1500
81,577.6175219,1.6,18,1300
79,890.7660712,2.2,46,1900
7,2219.067736,2.2,30,2300
63,4200.592223,2.002,20,2900
31,608.7037452,2.2,8,700
43,490.7378315,2.002,42,1500
65,851.6395673,2.2,42,1500
61,1013.353879,1.8,20,1500
19,1827.249104,2.2,36,2300
51,650.3206538,1.8,36,1700
43,517.3731057,2.2,34,900
9,93.62948605,1.8,34,700
71,1248.389193,1.6,34,2900
87,925.4446291,1.6,26,1700
81,1091.629164,2.002,28,1100
77,2539.11262,2.002,22,2100
77,2069.195298,2.002,40,2900
79,3851.284123,2.2,2,1900
81,2529.449746,2.002,32,2500
95,1817.907439,1.6,24,2700
53,1211.186686,2.2,38,1700
89,2094.138988,1.6,16,2700
41,5657.690116,2.2,12,2700
51,1272.448532,1.6,22,2500
43,2179.785762,1.8,22,2700
91,685.4851429,1.8,34,900
55,2884.224922,2.2,18,1900
77,3040.1427,2.2,22,1900
97,2983.720146,2.2,28,1900
35,4113.389819,2.002,16,2900
17,260.4982201,1.8,38,1300
91,408.124812,1.8,48,1900
49,2249.020359,2.2,32,2100
1,275.231951,2.002,34,1100
41,1018.536464,1.8,8,1500
75,105.8387539,1.8,30,500
19,1201.395501,1.8,28,2300
7,1143.324721,2.2,36,1900
95,680.5867156,2.2,44,900
15,1080.916132,1.6,0,2100
83,690.1054037,1.8,20,1100
21,153.5282265,1.8,48,1700
61,604.7154596,1.8,12,1100
91,83.23526624,1.6,0,1900
7,992.3747578,1.6,30,2900
61,623.0399405,2.002,14,900
63,1139.652243,2.2,44,2100
45,193.2605749,1.6,44,1500
9,400.2531661,2.002,48,2300
97,1008.27001,2.2,44,1500
91,321.3559693,2.002,48,700
85,1359.332755,1.6,34,2900
65,5538.137812,2.2,18,2700
57,970.3368527,1.6,0,1900
79,3305.659345,2.2,30,2300
67,584.3811323,2.002,30,700
89,4357.717365,2.2,16,2100
97,884.8578238,1.8,34,1300
77,754.3446239,1.6,40,2500
47,134.0442016,1.6,46,1300
1,561.3962934,2.002,12,1100
45,218.2279871,2.2,44,700
9,1824.405043,2.2,18,1700
53,1041.91866,2.2,48,2900
47,2078.436333,1.6,8,2900
67,520.0799369,2.002,34,700
91,926.9482307,1.8,18,1300
11,760.7172613,1.6,20,2100
57,1919.472402,2.2,20,1500
75,2751.084702,1.8,12,2500
1,101.406933,1.8,46,1300
93,1517.742033,1.8,28,1900
51,553.7521959,2.002,34,1100
1,92.69423667,1.6,42,1300
17,968.2497965,1.8,36,2500
3,17.12654245,1.8,50,700
3,498.6925197,2.2,18,900
35,1568.401853,1.8,22,2300
39,971.0189478,1.8,28,1900
97,394.9522083,1.6,18,1300
69,4158.4662,2.2,2,1900
77,1609.228368,2.002,28,1700
35,25.4171866,1.6,50,500
19,873.5513647,2.002,26,1500
21,5471.860489,2.2,10,2700
5,55.26189065,1.6,10,500
21,139.071259,2.002,0,500
99,370.038113,1.8,18,1100
85,760.8926039,2.2,40,900
25,324.7321561,2.2,38,900
63,521.1012849,2.002,32,700
67,361.5405335,1.6,42,1700
43,2805.940713,2.2,16,1900
1,2216.120783,2.2,4,1700
41,332.1001736,1.8,44,1700
11,437.9699392,2.002,46,2100
89,2384.513806,2.2,18,1300
95,466.3011491,2.002,50,2300
19,323.3620754,2.002,8,700
9,213.7347157,1.8,24,900
65,353.5560729,1.6,8,1300
57,987.2763074,1.8,40,2500
11,2298.876759,2.002,24,2500
13,659.1097173,1.6,34,2500
37,1208.818731,2.002,18,1500
55,2192.189806,1.8,24,2700
27,54.25467777,2.2,50,700
33,499.3351299,2.2,38,1100
23,1378.92459,1.6,18,2700
3,828.5994619,1.6,30,2700
61,604.8662103,1.8,36,1500
67,163.8970096,2.2,50,500
53,1136.907809,1.6,2,1900
85,306.9676101,2.002,48,900
35,851.8505626,2.2,38,1500
39,425.9301475,1.8,38,1500
37,1683.527059,2.002,22,1900
19,184.0579152,1.8,18,700
43,81.23302515,1.6,42,500
13,1514.889161,1.6,10,2700
41,287.7286962,1.8,16,700
79,4172.070716,2.002,8,2300
75,172.241853,1.6,50,2100
77,1191.944195,2.2,28,900
9,847.2715481,1.6,22,2300
97,518.4511638,2.002,50,2500
73,382.9318859,1.8,38,700
55,383.2132599,1.8,36,1100
1,228.9414053,2.002,12,700
43,2851.741409,2.002,4,2100
83,1125.352104,1.6,30,2300
19,235.6616376,1.6,22,1100
47,493.1657884,2.2,48,1900
9,290.0858029,2.002,36,1100
5,125.6030146,1.6,34,1100
83,2045.318482,2.002,14,1500
65,1146.473831,2.002,42,2300
37,2227.709052,2.2,16,1700
35,1572.378602,2.2,40,2300
1,4500.093475,2.2,8,2500
43,4942.507387,2.2,2,2300
89,843.7357273,1.6,28,1500
67,1486.973457,2.002,36,2100
57,3456.351581,2.2,18,2100
25,1103.355143,2.2,6,1100
93,2941.377069,1.8,20,2700
79,662.9921441,1.6,42,2500
91,705.5827641,2.2,18,900
93,114.7179285,2.002,22,700
21,1878.58241,1.8,28,2900
11,3902.152163,2.002,14,2900
91,258.4173631,1.8,50,1700
39,694.8392726,2.002,42,1900
69,366.5161574,1.8,46,1700
69,3366.185949,1.8,12,2900
25,222.362828,2.002,12,500
27,2219.63654,1.8,18,2700
85,103.0179603,1.8,32,500
55,370.9927855,1.8,32,900
67,776.540017,2.2,48,2300
23,1876.137635,2.2,28,1900
49,940.3836704,2.002,24,1300
9,3568.923568,2.2,14,2300
23,730.0054307,1.6,30,2300
51,599.0059004,2.002,32,1100
19,1268.963874,2.002,28,1900
11,502.8862481,2.2,42,1500
69,3077.747955,2.2,34,2500
27,976.565935,1.8,16,1700
61,5424.788958,2.2,24,2900
3,505.0565215,2.002,44,2100
31,183.4845638,1.6,18,700
75,927.2302921,1.6,26,1900
55,1178.573502,1.6,26,2500
29,773.393664,1.6,4,1700
39,773.5244011,2.2,40,1500
23,1120.343382,2.002,32,1900
3,844.6734382,2.2,32,1500
37,100.1678458,2.002,44,500
59,328.6687166,2.002,34,500
21,646.1530194,1.6,22,1900
91,1396.811889,2.002,32,1500
49,282.3924004,1.8,30,700
55,518.7308383,1.6,2,1500
51,358.5848686,1.6,10,1100
85,2307.467999,1.6,4,2700
15,189.7013665,1.6,28,1100
73,412.5280848,1.6,12,1300
43,1317.506309,2.2,10,1100
13,297.7115399,1.6,46,2700
87,334.6520229,2.002,10,1100
95,1624.747706,1.6,28,2700
61,947.444812,2.2,40,1500
79,2904.219103,2.2,18,1700
29,1426.577144,2.2,24,1500
67,796.0928234,2.002,48,2900
69,1155.364737,2.2,38,1500
49,1337.231136,2.002,18,1500
71,355.1115073,2.002,42,700
71,551.5775914,1.8,42,1700
23,368.4260104,2.002,8,700
31,506.7480221,2.2,30,900
21,508.0994503,2.002,8,900
27,546.7083609,1.8,30,1500
11,1461.731866,2.2,32,1900
41,351.0500526,1.6,34,1500
73,1774.382171,2.002,8,1500
77,1000.815752,1.6,24,1900
19,225.5349391,1.6,6,900
9,2633.091905,2.002,24,2700
53,433.9581133,1.6,22,1100
29,609.8027249,2.002,22,1100
91,390.0148389,2.2,34,500
17,164.4633625,2.002,14,500
25,478.1391845,2.002,36,1300
91,355.0116413,1.6,30,900
55,1046.202766,2.002,38,1900
17,392.9429207,2.002,32,1100
97,766.4812979,2.002,44,1500
9,1466.408946,1.6,18,2900
25,127.3786509,1.6,34,900
3,1671.834401,2.2,40,2700
33,907.9632387,1.6,30,2500
9,350.596752,2.2,32,900
5,71.88235491,2.2,46,700
51,1590.547182,2.002,20,1700
37,630.1037919,1.8,34,1700
27,751.0007763,1.6,30,2300
87,415.6410401,1.6,16,1300
17,1709.2612,2.002,38,2900
5,603.0722951,1.8,4,1300
47,1941.046568,2.002,18,1900
87,4027.126342,1.8,0,2900
13,1517.562993,1.8,32,2900
41,413.4385696,1.6,22,1300
25,1109.793076,1.6,14,2300
59,833.191021,1.6,24,1900
3,49.36963376,1.6,14,500
37,689.897575,1.8,36,1900
31,240.2201082,2.2,46,1100
11,523.7309506,2.2,32,1100
73,941.2410727,1.8,28,1500
1,1898.131547,2.002,4,1900
53,703.6672401,1.8,30,1500
47,897.5186006,2.002,32,1500
9,3031.45498,2.002,0,2300
7,613.5542992,1.6,8,1700
45,433.3719595,2.002,50,2900
39,253.0615418,2.002,28,500
35,503.9181706,2.2,42,1300
43,308.0263775,2.002,32,700
33,1509.157804,1.8,32,2700
43,176.5111419,1.8,26,500
67,142.2434154,2.002,50,700
97,1116.25673,2.2,36,900
39,432.7540542,2.2,28,700
59,2658.737827,2.2,36,2500
93,2140.233636,1.6,4,2700
55,3376.948008,2.2,36,2900
67,234.1311887,1.6,44,1300
35,222.6001914,1.8,40,1100
83,3716.815631,2.002,28,2900
1,179.6674788,2.2,50,1500
39,1366.124987,1.6,22,2700
21,16.43423187,1.8,50,500
47,3928.7451,2.2,0,1900
43,59.18787908,1.6,46,500
67,213.0623019,2.2,48,500
89,1571.217383,1.6,24,2500
27,254.4735053,1.8,6,700
49,1552.209378,1.8,30,2500
85,555.4262476,2.2,24,700
21,1853.081546,1.6,8,2900
23,149.1981494,2.002,26,500
9,126.7775708,1.8,26,700
83,5159.562585,2.2,12,2300
1,5069.036898,2.2,0,2500
85,539.2170609,2.2,2,1300
13,200.9947646,1.8,28,900
47,2309.326203,2.002,18,2100
45,1826.157751,2.2,36,2100
85,1024.153819,2.002,42,1900
67,4153.778012,2.002,4,2300
59,177.862135,1.8,44,700
77,2514.688416,2.002,10,1700
21,2043.063607,1.8,2,2300
43,697.7401291,1.6,2,1500
5,4857.77752,2.2,4,2500
39,554.4388421,1.8,46,2700
19,268.8511103,1.6,28,1300
13,416.4381037,2.2,8,700
59,2265.156744,2.2,22,1700
71,101.254168,1.6,50,900
57,537.2064044,1.6,10,1300
71,1177.525418,2.2,38,1500
83,2146.99201,2.002,36,2500
73,3484.293808,2.002,12,2300
85,512.6313604,2.002,44,1100
57,1929.935606,1.8,4,1900
95,6534.062548,2.2,10,2500
57,1807.927985,1.6,6,2500
7,59.5935849,2.2,50,900
41,3397.800795,2.002,20,2700
27,3430.418515,2.002,8,2500
75,785.3141491,2.002,34,1100
15,115.6099414,1.8,44,1100
59,188.9151485,1.6,48,1900
27,4815.88775,2.2,10,2500
95,5128.161738,2.002,0,2700
17,438.4203957,2.002,36,1300
91,561.2948031,1.6,44,2300
25,318.9592606,2.002,42,1300
73,1257.519708,2.2,40,1700
13,514.5659468,1.8,18,1300
7,1200.863593,2.2,12,1300
7,2226.166679,2.2,6,1700
83,764.7908925,2.002,42,1500
65,6523.116151,2.2,16,2900
43,898.8379495,1.6,22,2100
49,364.8538046,1.6,24,1100
41,148.3048198,1.6,38,900
7,4151.189705,2.2,4,2300
25,2515.72908,2.002,6,2100
21,127.6103958,1.6,18,700
67,544.1225381,1.6,40,2100
79,3795.828421,2.002,0,2300
81,1296.590833,1.8,36,2300
85,1870.683869,2.002,30,1900
93,354.5933686,1.6,46,1700
49,641.3360377,1.6,24,1700
3,743.6348932,1.8,42,2900
65,615.8734541,2.002,44,1700
97,1626.903283,2.002,36,1900
69,897.0898353,1.8,28,1500
15,706.8705368,1.6,24,2100
87,1850.312654,2.2,0,1700
7,1397.751733,1.8,20,2300
51,2277.323534,1.6,4,2900
39,1170.967723,2.2,12,1100
29,307.0302407,1.8,32,1100
35,900.6966458,2.002,38,1900
61,2346.703519,1.8,16,2500
17,1756.964348,2.002,0,1700
23,307.1690741,2.002,50,2500
39,1524.459101,2.002,6,1500
21,477.0015362,2.2,28,900
19,3837.392923,2.2,0,2100
73,3991.921969,2.002,0,2300
57,1469.372004,2.2,46,2900
99,935.4121541,2.2,34,700
21,2854.304789,1.8,0,2700
89,3043.598232,2.002,18,2100
83,3170.501325,2.2,22,1900
