V,Thrust,diameter,pitch,rpm
42.0,14.27,0.2794,14.0,15000
135.0,1.129,0.1778,5.0,24000
93.2,11.72,0.45974,11.0,9000
10.1,1.485,0.4318,7.0,3000
82.5,3.1,0.1778,6.0,20000
145.7,10.013,0.2286,8.0,22000
89.5,1.629,0.1905,2.5,30000
30.6,3.742,0.12954,5.0,38000
49.4,5.966,0.22352,9.75,18000
7.9,1.237,0.254,6.0,6000
63.6,23.788,0.3556,6.0,15000
29.6,8.256,0.3048,6.0,12000
72.7,14.622,0.22225,7.0,25000
38.7,16.093,0.3048,11.5,13999
71.9,8.488,0.4064,11.0,8000
9.8,6.241,0.2286,3.8,15000
0.0,2.877,0.2286,4.5,13000
76.1,2.242,0.1524,3.0,28000
22.6,5.405,0.3302,4.5,10000
2.6,1.027,0.22225,7.5,8000
71.0,9.871,0.5334,13.0,6000
106.6,2.515,0.1397,4.7,31000
33.2,3.693,0.2032,4.0,18000
43.0,4.619,0.3175,12.5,7000
74.9,16.008,0.3556,12.0,11000
54.5,25.119,0.4318,12.0,10000
45.4,2.294,0.1143,4.1,36000
119.5,10.321,0.22225,7.0,24000
107.7,2.897,0.16002,4.0,31000
75.4,1.55,0.22225,8.0,11000
0.0,10.769,0.2286,7.5,19000
57.1,4.019,0.3048,11.0,8000
63.6,25.243,0.6604,13.0,6000
13.2,9.898,0.4191,13.0,6000
53.9,2.64,0.1778,6.0,16000
126.5,5.354,0.22225,8.5,18000
2.6,1.563,0.381,10.0,3000
39.1,10.364,0.3175,12.0,10000
121.8,4.178,0.2286,4.0,26000
38.9,25.281,0.381,13.5,10000
50.0,1.315,0.1016,3.3,32000
46.0,2.563,0.1905,2.5,24000
71.6,53.92,0.508,10.0,11000
52.8,3.669,0.3937,12.0,5000
16.1,3.608,0.2286,6.0,10000
9.0,2.28,0.3302,4.0,6000
20.3,2.736,0.2794,12.0,7000
62.7,2.723,0.19812,7.0,15000
10.3,9.381,0.3048,7.0,11000
71.3,5.461,0.3048,4.0,16000
34.3,7.647,0.508,18.0,4000
66.8,19.6,0.4826,12.0,8000
44.6,16.904,0.3556,13.5,11000
67.9,3.859,0.3429,12.5,7000
7.4,2.611,0.2286,4.5,13000
26.6,3.636,0.3556,4.0,8000
99.0,2.493,0.6604,13.0,6000
172.4,1.267,0.3175,11.5,13000
28.4,1.389,0.254,10.0,6000
33.0,5.481,0.3048,5.5,10000
20.3,2.058,0.508,8.0,3000
5.8,5.502,0.4572,11.0,4000
68.9,11.424,0.4699,9.5,8000
27.4,2.428,0.4445,18.0,3000
90.7,34.935,0.3683,13.0,13999
21.5,2.5,0.219075,3.75,13999
23.3,2.884,0.1143,3.5,39000
116.8,2.476,0.2286,5.0,21000
160.3,1.693,0.19812,6.0,23000
83.9,1.554,0.111125,4.25,34000
46.2,23.448,0.5588,10.0,7000
72.9,29.427,0.381,10.0,13000
90.3,11.198,0.2286,9.0,19000
12.7,29.764,0.381,7.0,13000
22.7,9.749,0.22225,5.0,20000
96.7,5.973,0.18796,7.6,22000
91.0,1.039,0.1143,4.1,28000
78.8,5.319,0.4318,12.0,7000
15.6,7.2,0.4064,10.0,6000
20.9,1.184,0.2286,4.5,8000
96.9,13.67,0.22225,7.0,25000
58.2,1.877,0.13335,6.25,25000
99.8,34.492,0.3556,11.0,16000
31.7,1.728,0.23495,5.0,11000
7.1,10.857,0.3937,12.0,7000
16.9,5.459,0.1651,2.9,31000
19.9,5.284,0.127,4.6,35000
77.1,4.852,0.1651,3.7,31000
38.3,7.469,0.2794,5.5,13000
60.4,3.987,0.1778,4.0,24000
29.7,1.087,0.117475,3.0,25000
118.0,4.473,0.2794,8.0,15000
89.1,3.569,0.3302,13.0,8000
54.0,2.334,0.254,4.7,11000
58.9,4.907,0.1651,2.9,33000
46.8,25.668,0.381,12.0,12000
97.3,4.192,0.1778,5.0,25000
18.1,7.999,0.3048,8.0,10000
66.9,14.735,0.2794,4.5,21000
29.5,14.897,0.381,11.0,9000
92.9,9.909,0.2921,12.5,12000
87.8,1.088,0.2159,5.5,15000
106.3,2.705,0.111125,4.25,43000
19.4,2.427,0.22225,7.5,12000
7.7,8.512,0.22225,8.75,21000
20.8,34.337,0.4572,5.5,11000
112.4,3.862,0.2286,4.5,23000
27.5,2.513,0.1524,4.0,23000
113.7,25.763,0.3556,11.0,13999
4.3,5.336,0.1778,4.0,24000
91.8,2.411,0.22225,9.0,13000
10.9,1.539,0.254,4.5,7000
41.6,1.945,0.2413,6.0,10000
11.4,3.908,0.2286,4.5,16000
0.0,1.01,0.117475,3.0,23000
85.4,15.377,0.2286,7.0,25000
9.6,5.529,0.16002,4.0,29000
9.6,13.042,0.2032,10.0,24000
122.4,25.65,0.5334,12.0,10000
98.6,12.194,0.3556,13.5,10000
39.0,1.919,0.127,3.0,29000
102.2,10.473,0.4318,12.0,9000
61.8,2.974,0.254,10.0,9000
12.2,50.103,0.5334,10.0,9000
66.6,2.24,0.2667,4.5,13999
46.4,1.241,0.12065,4.75,25000
22.4,7.331,0.5588,10.0,4000
18.1,28.576,0.3937,12.0,9000
24.3,3.792,0.2032,10.0,15000
23.8,5.454,0.2286,3.0,18000
168.5,3.213,0.22225,8.5,19000
50.8,8.485,0.5334,13.0,5000
65.7,27.162,0.4064,13.0,12000
152.8,1.341,0.111125,4.25,43000
116.9,7.779,0.18796,7.6,25000
41.7,3.704,0.3937,11.5,5000
3.8,4.415,0.1651,2.9,28000
90.2,2.071,0.2286,6.0,13999
0.0,18.465,0.3302,6.5,13999
8.6,16.054,0.254,3.8,19000
12.5,18.231,0.254,7.0,21000
17.9,1.372,0.22225,7.75,9000
15.5,2.256,0.2794,6.0,7000
32.5,2.873,0.3556,7.0,6000
16.5,6.287,0.1524,3.0,38000
242.9,2.307,0.2794,12.0,18000
43.3,1.356,0.1524,3.0,21000
68.5,7.394,0.3048,12.0,10000
10.9,5.845,0.381,8.0,6000
134.9,2.011,0.2794,9.0,13000
15.3,3.485,0.4064,6.0,5000
15.8,14.069,0.2794,4.7,15000
6.0,2.297,0.3048,4.0,7000
13.4,26.908,0.3556,11.0,13999
4.7,2.416,0.254,7.0,8000
28.8,2.119,0.1651,6.0,19000
25.1,1.7,0.2286,7.5,8000
116.9,20.49,0.5461,13.0,9000
12.5,7.087,0.3556,10.0,7000
25.0,9.922,0.2413,4.5,20000
19.0,3.166,0.22225,8.0,13999
141.3,11.054,0.3175,9.0,16000
57.0,1.282,0.2032,7.0,11000
33.4,1.939,0.3048,14.0,5000
62.7,1.433,0.1778,6.0,16000
17.9,5.37,0.2794,8.5,10000
108.3,14.87,0.2413,6.0,25000
31.7,22.332,0.3683,12.0,9000
113.6,9.809,0.2286,7.0,22000
38.5,2.531,0.2032,3.75,17000
115.1,1.262,0.1778,6.0,19000
75.7,12.47,0.19812,7.0,28000
78.2,3.052,0.3302,4.0,15000
0.0,24.594,0.4064,8.0,11000
3.7,1.147,0.1143,3.5,25000
18.2,2.042,0.127,4.5,24000
0.0,3.351,0.4191,14.0,4000
59.7,1.397,0.1651,5.0,17000
15.3,1.031,0.381,8.0,3000
15.6,14.804,0.381,10.0,9000
31.9,2.971,0.1524,3.0,26999
5.8,1.055,0.2413,4.5,7000
45.9,4.022,0.4318,18.0,4000
141.7,1.538,0.4318,12.5,9000
95.2,4.794,0.3048,8.0,12000
10.7,42.217,0.5207,14.0,9000
96.5,6.426,0.127,4.0,40000
7.2,1.328,0.4572,12.0,2000
12.6,9.068,0.1524,4.3,33000
77.4,3.115,0.254,5.5,13999
7.5,5.409,0.23495,5.0,17000
29.5,4.601,0.254,8.0,11000
96.8,3.707,0.1524,5.0,29000
39.7,7.605,0.2413,4.5,19000
61.6,4.603,0.1905,2.5,31000
47.3,6.774,0.3556,13.0,7000
62.7,1.734,0.1143,4.0,31000
105.8,2.179,0.22225,8.25,13999
0.0,24.316,0.3302,8.0,16000
132.6,1.219,0.2286,6.0,19000
127.7,13.431,0.4826,14.0,9000
11.2,36.903,0.5334,10.5,8000
31.9,1.366,0.1524,5.0,17000
23.7,15.061,0.2794,3.0,19000
33.7,21.957,0.36576,13.5,12000
81.8,2.227,0.19812,6.0,16000
61.7,1.2,0.4572,10.0,5000
22.7,6.975,0.2667,4.5,15000
67.8,1.154,0.22225,8.0,10000
99.9,1.129,0.4572,10.0,8000
0.0,5.732,0.3937,12.5,5000
65.7,11.243,0.40005,13.0,7000
60.1,2.023,0.3556,14.0,5000
55.7,1.042,0.2794,7.0,7000
50.0,2.476,0.1651,3.7,23000
15.1,3.164,0.22225,8.25,13999
76.1,8.023,0.508,10.0,7000
129.0,18.086,0.381,13.0,12000
24.2,4.284,0.19812,6.0,18000
51.8,5.572,0.3937,12.0,6000
47.3,1.335,0.22225,9.0,9000
61.5,8.708,0.4572,8.0,8000
49.5,4.999,0.22225,7.5,17000
77.9,1.068,0.2286,7.5,10000
62.1,2.089,0.22352,9.0,11000
171.5,5.232,0.4572,11.0,13000
167.2,3.155,0.36576,13.5,11000
35.0,30.92,0.4064,5.5,13000
13.4,2.422,0.1778,4.0,19000
27.8,4.856,0.1397,2.0,40000
45.9,2.777,0.1524,3.0,26999
13.3,8.121,0.254,7.0,15000
37.3,1.261,0.1778,3.0,18000
38.0,5.16,0.1651,5.0,29000
114.8,3.184,0.254,6.0,18000
0.0,8.18,0.2159,7.5,22000
6.3,2.206,0.1778,4.0,18000
27.1,10.515,0.5334,10.0,5000
104.4,2.397,0.3048,6.0,13999
79.6,3.598,0.22225,7.75,15000
59.0,4.745,0.1778,7.0,23000
133.9,8.395,0.254,5.8,23000
16.4,2.636,0.22225,7.75,12000
70.3,12.45,0.3302,11.0,11000
43.1,1.732,0.381,13.0,4000
22.9,15.163,0.2794,8.5,16000
47.9,14.175,0.3048,11.5,13000
15.2,6.728,0.2794,3.0,13999
16.4,1.761,0.2032,8.0,10000
10.3,25.235,0.508,18.0,7000
94.3,2.033,0.16002,4.0,26999
0.0,10.153,0.22225,8.25,23000
18.4,3.928,0.1397,4.5,33000
69.0,35.011,0.4572,16.0,11000
83.5,1.428,0.2794,7.0,11000
36.3,13.945,0.4064,5.5,10000
71.1,10.62,0.2286,7.5,19000
71.2,3.938,0.4318,12.0,6000
143.7,2.275,0.3302,13.5,10000
9.1,6.546,0.2667,4.5,13999
52.5,2.454,0.2286,8.5,10000
34.6,5.569,0.4572,10.0,5000
63.1,8.027,0.36576,12.0,8000
0.0,2.471,0.22352,8.5,12000
49.3,1.513,0.3048,8.0,6000
146.6,4.514,0.3683,14.0,10000
99.2,5.519,0.22225,8.5,18000
10.6,1.785,0.2794,4.5,7000
83.3,5.077,0.1524,4.5,31000
40.4,11.77,0.2794,10.0,13999
0.0,3.624,0.127,4.0,26000
99.3,1.934,0.127,4.0,29000
142.9,1.445,0.3937,12.0,10000
28.5,6.463,0.1778,6.5,19000
32.2,2.422,0.3302,6.0,7000
119.6,1.29,0.1651,5.5,22000
40.1,38.7,0.4064,10.0,13000
30.2,4.744,0.4318,7.0,6000
10.1,1.828,0.3302,6.0,5000
68.6,4.229,0.3048,7.0,11000
47.1,11.882,0.3302,13.0,8000
28.8,3.021,0.2032,3.75,17000
3.4,1.758,0.2794,14.0,6000
32.9,11.852,0.381,8.0,9000
0.0,3.054,0.1397,2.0,32000
11.5,6.041,0.254,7.0,13000
188.4,1.051,0.12954,5.0,36000
33.3,14.748,0.3048,8.0,12000
115.8,2.944,0.127,4.6,34000
16.2,1.73,0.1524,4.0,19000
30.0,15.713,0.3175,9.0,13000
14.5,2.107,0.4318,10.0,3000
188.2,3.279,0.254,10.0,17000
16.4,6.03,0.381,6.0,7000
77.5,1.061,0.10668,2.0,43000
4.4,2.988,0.2159,7.5,13999
164.6,15.086,0.4064,14.0,12000
99.2,6.187,0.3556,12.0,9000
55.3,1.264,0.4064,14.0,4000
107.2,3.099,0.254,3.8,19000
1.6,1.523,0.2413,5.0,7000
37.0,7.815,0.254,5.0,16000
50.1,4.543,0.2794,7.0,11000
22.7,75.896,0.5207,12.0,11000
47.7,4.193,0.23495,6.0,15000
35.8,3.989,0.381,5.5,7000
0.0,21.079,0.508,10.0,7000
36.3,1.912,0.381,12.0,4000
16.5,19.843,0.4064,13.0,10000
15.6,3.839,0.2159,5.5,16000
21.6,1.843,0.1905,2.5,18000
111.1,5.782,0.1778,6.0,26000
4.3,11.766,0.3048,8.0,12000
94.2,2.33,0.31115,3.75,18000
23.3,59.955,0.5334,13.5,10000
82.9,20.523,0.4572,10.0,10000
90.1,8.765,0.254,6.0,19000
0.0,13.91,0.35052,10.0,8000
23.9,3.607,0.1397,2.5,34000
38.3,18.379,0.2921,6.0,17000
83.5,10.174,0.2286,6.5,20000
88.0,15.15,0.2794,5.5,21000
36.2,3.655,0.254,5.0,12000
137.2,20.256,0.381,12.0,13000
56.3,14.378,0.3556,10.0,11000
32.5,2.782,0.2286,6.0,10000
68.9,2.851,0.4699,10.25,6000
15.7,5.95,0.2794,7.0,9000
25.3,1.396,0.3429,10.0,4000
55.9,1.359,0.254,6.0,10000
163.5,4.382,0.1778,6.0,26999
62.3,3.708,0.3048,14.0,7000
16.3,1.991,0.2286,6.5,9000
0.0,1.776,0.10668,4.0,37000
0.0,8.846,0.2032,4.0,24000
45.1,1.168,0.2286,7.5,8000
6.6,6.428,0.22225,8.25,19000
15.8,9.648,0.22225,8.5,22000
95.2,6.654,0.2794,8.5,13999
76.5,3.525,0.13208,6.0,36000
128.7,7.565,0.22225,8.0,21000
39.3,22.699,0.3048,10.0,16000
27.1,12.737,0.2794,12.0,13999
47.1,6.2,0.3048,8.5,10000
37.4,17.22,0.3556,5.5,13000
118.7,2.524,0.2032,4.0,26000
30.0,11.601,0.4064,5.5,9000
115.4,6.105,0.22225,9.25,19000
12.2,2.296,0.1524,3.0,24000
36.5,7.34,0.1778,6.0,30000
92.4,9.344,0.22225,9.25,22000
6.0,3.096,0.1524,6.0,25000
27.6,3.756,0.13208,6.0,39000
4.0,57.993,0.635,12.5,7000
45.8,1.387,0.18796,7.7,11000
122.4,1.744,0.2286,4.0,24000
17.0,6.436,0.3937,13.0,6000
145.7,7.668,0.22225,7.75,22000
0.0,5.856,0.22352,8.75,18000
32.3,2.338,0.508,8.0,4000
31.4,28.846,0.5588,11.0,7000
57.5,3.869,0.2286,6.0,16000
42.3,10.73,0.2032,4.5,25000
49.5,17.306,0.254,7.0,21000
106.7,19.462,0.508,10.0,10000
81.5,7.372,0.3429,9.0,11000
34.6,30.552,0.381,6.0,15000
20.0,4.116,0.3302,8.0,7000
93.4,5.057,0.2286,4.7,19000
118.2,5.43,0.45974,12.0,9000
39.8,2.653,0.2794,6.0,9000
7.7,1.02,0.3048,5.5,4000
24.8,1.787,0.4699,10.25,3000
15.1,7.655,0.3048,6.0,11000
106.9,1.761,0.1778,6.0,18000
86.4,3.985,0.1778,8.0,20000
38.4,3.292,0.1778,6.0,19000
17.5,4.82,0.2032,4.0,19000
113.7,5.71,0.2286,6.5,19000
69.4,28.644,0.5207,20.5,7000
196.3,15.408,0.3937,13.0,13999
38.3,1.938,0.254,6.0,9000
150.5,1.505,0.12065,4.0,39000
188.1,1.394,0.22225,8.25,20000
97.1,5.736,0.6858,13.0,6000
82.3,2.356,0.1905,2.5,30000
89.8,1.865,0.12065,4.75,31000
174.7,3.26,0.2794,11.0,15000
33.6,2.745,0.254,5.8,10000
26.1,2.446,0.4953,11.5,3000
83.3,4.699,0.4191,12.0,7000
177.1,1.696,0.3556,13.0,12000
27.3,7.309,0.381,12.0,6000
26.2,3.902,0.2286,3.0,19000
130.0,2.471,0.2159,7.5,18000
4.4,1.521,0.12954,5.0,22000
37.9,1.595,0.1143,4.1,30000
139.8,1.179,0.19812,6.0,20000
31.6,7.445,0.5334,13.0,4000
44.7,4.845,0.22225,9.0,17000
60.3,11.075,0.254,9.0,16000
23.3,9.302,0.2794,12.0,12000
14.3,1.84,0.19812,7.0,12000
34.3,1.83,0.254,10.0,7000
27.2,2.044,0.1778,6.0,13999
133.7,4.798,0.2286,8.5,17000
101.4,1.965,0.22225,9.0,13000
0.0,4.571,0.2794,3.8,9000
40.8,2.551,0.254,5.0,11000
6.9,19.055,0.3556,13.5,12000
61.1,13.199,0.22225,8.25,25000
8.4,2.421,0.22225,8.25,12000
25.0,3.423,0.4826,8.0,4000
96.1,2.137,0.3048,5.0,15000
59.2,9.289,0.3302,10.0,10000
3.1,1.151,0.4318,12.0,2000
44.5,11.139,0.3556,6.0,12000
53.7,7.52,0.254,5.8,16000
26.4,17.796,0.3429,13.3,12000
62.6,50.803,0.4572,10.0,13000
37.8,1.104,0.1524,4.0,17000
0.0,16.048,0.4572,11.0,7000
24.3,2.428,0.1143,4.0,36000
20.3,38.507,0.5588,10.0,8000
105.9,2.881,0.22225,7.0,16000
40.5,16.471,0.3429,10.0,12000
56.2,2.675,0.2794,10.0,8000
38.9,2.175,0.381,7.0,6000
9.1,3.239,0.254,5.0,10000
43.2,15.06,0.4572,12.0,7000
17.9,12.728,0.3048,8.0,13000
15.5,1.7,0.2794,4.7,6000
56.0,4.662,0.1778,6.0,21000
84.7,11.69,0.4572,8.0,10000
32.2,1.794,0.2794,10.0,6000
24.7,1.328,0.22225,9.5,9000
94.8,3.426,0.127,4.3,34000
19.6,20.601,0.5588,10.0,6000
117.1,52.301,0.5207,14.0,11000
193.8,6.762,0.3048,10.0,18000
74.7,4.692,0.2032,6.0,19000
73.8,6.911,0.5588,8.0,7000
4.2,10.929,0.36576,13.0,8000
5.1,2.821,0.3429,12.5,5000
20.8,1.202,0.111125,4.25,26999
39.7,9.979,0.5207,20.5,4000
79.7,16.176,0.3175,12.5,13000
51.9,3.151,0.219075,3.75,18000
146.3,2.174,0.22225,8.25,17000
87.3,1.826,0.2794,12.0,8000
88.5,15.147,0.2794,6.0,19000
73.2,24.875,0.4699,9.5,10000
63.7,2.353,0.2032,8.0,13000
7.8,1.06,0.2286,5.0,7000
66.6,8.074,0.22225,5.0,21000
159.8,1.192,0.1016,4.0,42000
0.0,1.101,0.1397,2.0,20000
9.5,3.286,0.22225,8.0,13999
23.5,1.505,0.127,3.0,25000
5.8,8.528,0.16002,4.0,35000
49.4,23.5,0.3556,13.5,13000
23.8,13.768,0.5334,12.0,5000
74.5,1.841,0.1651,5.0,20000
16.1,1.427,0.127,3.0,24000
83.8,4.223,0.1778,7.0,21000
88.7,2.063,0.1524,4.0,26999
25.3,7.211,0.22225,7.5,19000
63.0,2.134,0.2032,4.0,18000
79.3,2.893,0.3556,5.5,11000
13.7,3.139,0.1778,4.0,19000
13.3,3.653,0.254,6.0,10000
66.0,2.092,0.4191,13.0,5000
96.9,1.439,0.3048,9.0,10000
49.6,8.635,0.2794,10.0,12000
48.1,3.354,0.2794,3.0,13999
56.4,3.489,0.3048,12.0,7000
58.6,5.043,0.2159,7.0,18000
90.4,6.29,0.1778,7.0,25000
118.0,6.132,0.1778,4.0,33000
76.4,3.973,0.12954,5.0,38000
104.6,3.089,0.2413,4.5,21000
192.4,7.468,0.2286,7.5,24000
50.1,1.888,0.4826,12.0,4000
64.5,1.503,0.22352,8.5,10000
38.4,14.414,0.3556,7.0,12000
50.5,20.982,0.3302,6.0,16000
34.2,9.058,0.2413,7.5,18000
128.2,9.671,0.3048,9.0,15000
52.6,14.498,0.508,8.0,8000
82.4,6.894,0.5207,14.0,6000
3.4,1.119,0.1778,3.0,13000
60.2,3.326,0.1397,2.5,37000
133.1,3.11,0.2794,9.0,13999
70.0,30.099,0.508,16.0,8000
59.8,3.042,0.1524,4.5,24000
37.9,9.72,0.3302,10.0,10000
49.1,7.319,0.381,6.0,10000
6.7,24.832,0.3302,10.0,16000
9.5,13.633,0.254,5.5,18000
26.1,2.84,0.1778,4.0,18000
36.6,14.651,0.3302,4.0,16000
47.5,7.434,0.22225,8.0,20000
44.7,75.419,0.5461,10.5,11000
157.1,4.506,0.22225,8.25,20000
144.7,1.893,0.3048,10.0,13000
11.9,10.24,0.508,8.0,5000
161.4,1.081,0.12065,4.75,34000
8.5,4.333,0.4572,16.0,4000
61.1,3.745,0.3429,14.0,6000
111.8,4.945,0.22352,9.25,17000
49.0,2.169,0.13335,6.25,26999
27.9,10.612,0.4318,12.0,6000
59.8,13.192,0.18796,7.7,29000
170.9,3.722,0.1524,4.3,38000
5.8,1.265,0.1778,3.8,10000
22.2,2.82,0.12065,4.5,38000
18.6,1.785,0.10668,4.0,37000
116.6,1.767,0.19812,7.0,17000
20.9,4.326,0.45974,10.0,4000
88.2,3.677,0.3556,10.0,9000
32.8,1.679,0.1778,6.0,13000
20.5,1.725,0.2794,5.0,7000
2.4,2.819,0.4064,6.0,4000
5.7,3.642,0.2413,6.0,11000
20.1,1.202,0.5334,12.0,2000
6.6,4.907,0.2794,6.0,8000
5.1,12.645,0.3556,14.0,9000
41.2,2.497,0.254,10.0,8000
121.3,3.181,0.2032,3.75,26999
51.8,1.617,0.1778,7.0,13000
162.1,10.004,0.22225,8.0,25000
91.3,9.45,0.3048,8.5,13999
125.9,1.396,0.2159,7.0,17000
60.8,48.562,0.5334,13.0,9000
52.0,1.571,0.1778,8.0,13000
52.0,2.549,0.3048,10.0,7000
24.9,2.117,0.4064,6.0,5000
57.7,5.194,0.3048,5.0,13000
31.2,18.126,0.254,7.0,21000
30.1,1.725,0.3302,6.5,6000
15.6,4.192,0.3302,7.0,7000
135.2,4.512,0.22225,9.0,18000
124.6,7.694,0.5334,10.5,10000
12.6,40.05,0.5207,12.0,8000
144.3,5.381,0.2159,7.5,22000
32.6,17.566,0.3302,4.5,16000
52.8,15.526,0.508,15.0,6000
144.1,2.195,0.1778,10.0,18000
5.2,1.553,0.381,10.0,3000
56.1,17.527,0.2794,7.0,16000
160.1,26.709,0.3175,13.0,17000
11.6,1.211,0.3556,11.0,3000
15.8,3.339,0.1651,5.0,24000
5.6,1.053,0.3048,3.8,4000
56.0,4.749,0.22225,7.5,17000
13.7,4.439,0.2413,8.5,13000
51.6,3.961,0.4318,12.0,5000
48.8,4.858,0.2286,4.5,17000
65.0,1.156,0.1778,5.0,15000
18.7,1.911,0.1524,3.0,22000
86.4,8.805,0.2286,7.0,20000
76.5,6.478,0.2286,6.5,17000
10.4,1.673,0.4064,10.0,3000
15.2,6.244,0.1778,4.0,29000
61.7,13.061,0.2794,4.0,19000
46.7,4.212,0.254,6.0,11000
73.8,9.608,0.4191,12.0,8000
46.9,2.007,0.1778,6.0,13999
20.2,1.041,0.254,5.5,6000
34.2,58.766,0.508,15.0,11000
54.2,12.339,0.4572,12.0,7000
21.7,13.101,0.2286,4.0,23000
151.2,2.902,0.2032,10.0,17000
0.0,15.307,0.2286,5.0,25000
91.2,18.456,0.3048,14.0,15000
93.0,12.611,0.3302,10.0,13000
6.7,8.694,0.381,13.5,6000
0.0,2.278,0.22225,5.0,10000
49.3,1.638,0.2032,7.25,11000
62.9,1.377,0.2794,7.0,9000
43.1,2.568,0.219075,3.75,16000
51.3,5.28,0.5588,10.0,5000
21.4,1.643,0.3048,6.0,6000
17.1,1.508,0.127,3.0,26000
11.2,6.518,0.4318,12.5,5000
45.9,10.748,0.22225,7.75,23000
73.2,3.725,0.1778,6.0,23000
17.3,14.549,0.2286,10.0,22000
23.9,2.045,0.3048,4.0,8000
52.1,39.967,0.4826,12.0,10000
44.0,10.397,0.4064,6.0,10000
43.2,1.436,0.3937,11.5,4000
5.7,3.572,0.3429,14.0,5000
4.4,4.76,0.5207,10.5,3000
69.7,3.036,0.2794,12.0,8000
69.9,4.263,0.2794,12.0,9000
72.2,26.55,0.3556,7.0,15000
73.0,11.744,0.3302,4.5,17000
79.1,2.442,0.12065,4.75,35000
0.0,3.251,0.2794,14.0,8000
53.3,7.832,0.4318,8.0,8000
28.8,3.124,0.381,5.5,6000
65.9,37.621,0.3937,12.0,13000
13.9,1.794,0.5207,13.5,2000
27.9,2.222,0.2921,12.5,6000
16.2,10.689,0.2667,6.0,15000
77.5,37.224,0.3556,10.0,17000
170.8,1.877,0.22225,7.5,20000
15.5,3.165,0.22225,8.5,13999
19.0,7.239,0.23622,3.0,19000
66.3,2.407,0.1143,3.5,37000
8.0,3.747,0.254,6.0,10000
86.2,6.268,0.3048,6.0,15000
27.7,2.487,0.1778,5.0,16000
80.9,3.195,0.3556,12.0,7000
88.0,1.062,0.2794,4.0,15000
109.6,2.309,0.1524,5.5,26000
48.1,1.057,0.19812,4.0,13999
85.7,2.127,0.3048,14.0,7000
26.8,3.1,0.2032,5.0,15000
21.2,11.386,0.2286,8.5,19000
132.4,1.152,0.2032,3.75,26000
0.0,6.254,0.2794,7.0,9000
59.0,1.848,0.1778,4.0,21000
12.6,78.533,0.6858,13.0,7000
93.6,17.031,0.381,12.0,12000
113.6,32.982,0.45974,11.0,12000
28.0,22.064,0.45974,10.0,8000
0.0,8.126,0.2286,10.0,17000
54.2,3.931,0.3556,14.0,6000
9.2,5.605,0.2794,9.0,8000
111.8,7.831,0.508,15.0,7000
74.4,28.861,0.5461,10.5,9000
53.6,1.675,0.12065,5.5,29000
8.8,4.031,0.508,16.0,3000
5.0,1.429,0.1524,4.5,14000
125.4,1.513,0.2286,3.7,22000
83.3,5.119,0.2286,4.0,22000
12.9,1.646,0.2032,6.0,9000
190.5,2.273,0.127,4.6,42000
66.5,6.995,0.381,11.0,7000
0.0,12.958,0.3048,14.0,12000
109.8,18.253,0.3937,12.5,11000
70.8,3.711,0.2032,4.0,23000
126.4,1.644,0.2286,4.5,23000
17.2,1.015,0.19812,4.0,10000
0.0,2.275,0.2286,3.8,9000
75.0,5.373,0.254,7.0,13000
21.4,29.98,0.3556,5.5,15000
10.2,1.828,0.13335,4.75,25000
0.0,3.184,0.3048,6.0,7000
44.9,25.125,0.4318,12.5,10000
83.3,11.888,0.254,9.0,17000
52.3,4.138,0.5334,10.0,5000
48.0,34.821,0.381,14.0,13999
48.8,19.65,0.3556,8.5,13000
119.5,3.197,0.23495,5.25,22000
40.3,3.564,0.2286,8.0,12000
42.5,1.745,0.23495,5.0,12000
40.8,2.393,0.1397,2.0,34000
36.5,2.006,0.508,8.0,4000
3.8,1.686,0.22225,9.25,10000
124.1,2.557,0.1651,5.0,26999
49.1,1.48,0.23622,3.0,13999
44.7,1.814,0.3302,4.5,9000
77.6,2.518,0.1016,4.5,39000
100.3,3.919,0.127,4.3,36000
73.3,3.725,0.22225,9.0,15000
2.4,1.328,0.3302,6.5,4000
33.9,5.626,0.2794,4.0,13000
38.6,3.531,0.3048,8.0,8000
52.7,4.311,0.2286,7.5,13000
179.1,9.224,0.2032,9.0,25000
44.0,10.611,0.508,15.0,5000
53.9,2.676,0.381,13.0,5000
30.0,2.346,0.4318,4.0,6000
79.3,4.253,0.2286,6.0,15000
7.4,6.923,0.4191,5.0,6000
50.7,2.835,0.111125,4.25,41000
76.0,5.384,0.2286,7.5,15000
14.4,2.191,0.508,22.5,2000
170.8,7.224,0.18796,7.6,28000
138.0,3.434,0.36576,13.0,10000
13.0,1.679,0.254,6.0,7000
39.5,1.803,0.1397,4.7,23000
28.3,6.939,0.3302,8.0,9000
28.3,42.027,0.4318,12.0,13000
98.8,6.683,0.4572,12.0,8000
80.8,1.254,0.12065,5.5,25000
50.4,3.524,0.2794,4.5,12000
63.0,3.61,0.23495,5.75,16000
34.9,5.893,0.2921,4.0,13000
0.0,4.766,0.1651,5.5,28000
13.5,1.967,0.3048,4.0,7000
32.7,1.078,0.3048,8.5,5000
37.2,5.016,0.22225,8.25,17000
74.4,2.99,0.3302,5.5,12000
118.7,1.678,0.1016,3.3,44000
40.5,2.582,0.1524,2.0,31000
67.7,9.667,0.36576,13.5,8000
33.5,3.184,0.22225,7.75,13999
112.9,1.207,0.12065,4.0,32000
49.5,29.831,0.4572,14.0,10000
